id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
16970039268988343829,0,14102100,1005,0,9497210f,99e23224,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a6ea6ee2,6332421a,1,0,20596,320,50,2161,0,35,-1,157
16970039872708449447,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,06451b48,d25693ce,1,0,15704,320,50,1722,0,35,100084,79
16970086213986868663,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5fcaba9a,5096d134,1,0,15701,320,50,1722,0,35,-1,79
169701993992771422,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f11d8e85,3bd9e8e7,1,0,15703,320,50,1722,0,35,100084,79
16970289004036744577,1,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,a760ac8d,744ae245,1,0,18993,320,50,2161,0,35,-1,157
16970613860630990512,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2abfa335,2203a096,1,0,17614,320,50,1993,2,1063,-1,33
16970689177692379321,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dbc1b15c,a0f5f879,1,0,15708,320,50,1722,0,35,100084,79
1697069708286987496,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8f180b78,14c754ae,1,0,20352,320,50,2333,0,39,-1,157
16970753439441402572,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f0794b96,76dc4769,1,0,15701,320,50,1722,0,35,-1,79
16971022008502631637,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,30eb46ae,8a4875bd,1,0,15706,320,50,1722,0,35,-1,79
16971026750426759270,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,a607e6a7,7801e8d9,0f2161f8,800cbf8a,8e781423,25fbd8f1,4,0,21665,320,50,2493,3,35,-1,117
16971113662159674750,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c469907e,3bd9e8e7,1,0,17753,320,50,1993,2,1063,-1,33
16971147979587545260,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
16971290221444221503,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ca91ff47,d4897fef,1,0,15707,320,50,1722,0,35,100083,79
16971331952597419107,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8c7713f5,711ee120,1,0,15703,320,50,1722,0,35,100083,79
16971656626791212151,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,711ee120,1,0,15705,320,50,1722,0,35,-1,79
1697165977264326522,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,9cb36b8d,ef726eae,1,0,15707,320,50,1722,0,35,100084,79
16971756642366103118,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,4453d263,5096d134,1,0,18993,320,50,2161,0,35,-1,157
16971812404551193512,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,01425298,375c3d47,1,0,15703,320,50,1722,0,35,100083,79
16971886044365365439,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d97d7a6d,5096d134,1,0,15701,320,50,1722,0,35,-1,79
16971888584492627130,0,14102100,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,35054258,7120e05e,1,0,19950,320,50,1800,3,167,100075,23
16971941097262750164,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,970721b3,7801e8d9,0f2161f8,0f26f37b,f215d732,2692a96a,1,0,20751,320,50,1895,0,681,100028,101
16972097432933281481,0,14102100,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cf4a8b8d,5347522c,1,2,17877,320,50,2036,3,47,-1,156
16972148345415231529,0,14102100,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a116ecc2,5096d134,1,0,19950,320,50,1800,3,167,100075,23
16972562440589056640,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,005957e3,a1bac13b,60eb1f19,1,0,20634,320,50,2374,3,39,-1,23
16972635678073597634,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fa53fb70,76dc4769,1,0,15708,320,50,1722,0,35,100084,79
16972749019878942646,0,14102100,1005,1,44637516,27e3c518,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3a5fa6f9,dab823eb,1,0,15708,320,50,1722,0,35,-1,79
1697337127473878824,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,004b4a39,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
16973441941343577550,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f61dcf04,a5bce124,1,0,15702,320,50,1722,0,35,-1,79
16973573144929158487,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a05fdac3,3223bcfe,1,0,20352,320,50,2333,0,39,-1,157
16973682621875830222,0,14102100,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a6df415d,18d8fb90,1,0,17654,300,250,1994,2,39,-1,33
16973699411191422809,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,25b65126,81b42528,1,0,15702,320,50,1722,0,35,-1,79
16973718263286930994,1,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,59ac940d,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79
16973772960642253963,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,c38cd384,a1e59c13,38c63a3a,1,2,21611,320,50,2480,3,297,100111,61
16973905187264934830,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2010fd5d,a5bce124,1,0,15706,320,50,1722,0,35,100084,79
16974087850528322482,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0878a4a5,05e70df4,1,0,17614,320,50,1993,2,1063,-1,33
16974090746261282184,0,14102100,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,211f96b8,84ebbcd4,1,0,16615,320,50,1863,3,39,-1,23
16974115339502524813,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,f8b74399,e341e604,84ebbcd4,1,0,6616,320,50,576,2,35,100210,32
16974136589458405296,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,10256ced,cab7ad1c,1,0,15699,320,50,1722,0,35,100084,79
16974157894317497221,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,33e76434,2203a096,1,0,15701,320,50,1722,0,35,100084,79
16974399466111020598,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,9cb84b99,3eb8d368,1,0,20508,320,50,2351,3,163,100020,61
16974535871389321797,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2c763327,906ac007,1,0,20362,320,50,2333,0,39,-1,157
16974754181728129695,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6aa69583,24f6b932,1,0,20352,320,50,2333,0,39,-1,157
16974909009766591688,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8fbb9108,3223bcfe,1,0,20362,320,50,2333,0,39,-1,157
16975110598966471790,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,8aa0c139,b4c8a3c0,0d7ad2f3,1,2,21611,320,50,2480,3,297,100111,61
16975352300049131152,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,fc46e1c5,2347f47a,0f2161f8,a99f214a,11ea93d1,04cff874,1,0,12000,320,50,1248,2,39,-1,13
16975361369371918739,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,f4510c5e,b9528b13,cef3e649,8151c26b,6d81f6ad,2cd8ff6d,1,3,18993,320,50,2161,0,35,-1,157
16975448959264301279,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,611ff505,1aa0e912,1,0,15707,320,50,1722,0,35,-1,79
16975482792224405445,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3fad2990,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
16975497523555496728,0,14102100,1005,0,9497210f,99e23224,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6c591152,3919eb94,1,0,18993,320,50,2161,0,35,-1,157
16975648800274360470,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1d858d0a,0f086703,1,0,15701,320,50,1722,0,35,100084,79
16975776808675747750,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8dd1e4e6,1aa0e912,1,0,15704,320,50,1722,0,35,-1,79
1697583187828475639,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,98e33fbb,c64f1736,1,0,20632,320,50,2374,3,39,-1,23
16976166632321273279,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4db484cd,cdfde03b,1,0,20362,320,50,2333,0,39,-1,157
16976195834068057674,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6fb4f64c,0a3aa014,1,0,20362,320,50,2333,0,39,-1,157
16976422950854416014,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7bd61702,779d90c2,1,0,15708,320,50,1722,0,35,100083,79
16976790898318666273,0,14102100,1005,1,e7777bfa,9fb0b77c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,08502ed6,900981af,1,2,18993,320,50,2161,0,35,-1,157
16976822829617125498,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bca8f26d,8a4875bd,1,0,15703,320,50,1722,0,35,-1,79
16976932457352428277,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,55828d27,986bc943,411c16c9,1,3,17163,320,50,1955,3,163,100193,71
16977023925414938097,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,c51f82bc,d9b5648e,0f2161f8,a99f214a,22aa9945,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
16977489620072034045,0,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,4e02fbd3,7801e8d9,07d7df22,bcd05a21,2d7c0179,c207a47d,0,0,21200,320,50,2427,0,169,100106,91
16977500568791233049,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6767e2c1,23823d8b,1,0,15699,320,50,1722,0,35,100084,79
16977690881523208458,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ebda5821,36d749e5,1,0,15708,320,50,1722,0,35,-1,79
16977720722518489477,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bfda47c8,36d749e5,1,0,15705,320,50,1722,0,35,-1,79
16977924097769328091,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,5db079b5,1,2,17614,320,50,1993,2,1063,-1,33
16977947485961261667,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3d3761af,24f6b932,1,0,20352,320,50,2333,0,39,-1,157
16978074524019512020,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,89bdfe24,2347f47a,0f2161f8,a99f214a,ac6c5a0c,1ccc7835,1,0,20345,300,250,2331,2,39,-1,23
16978159440454384283,1,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0ffc3754,6569eeb3,1,0,19015,300,250,2162,2,39,100172,33
16978696335571019756,0,14102100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dd38b879,68b6db2c,1,0,20251,320,50,2323,0,687,100081,48
16978726511799440510,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,694ec349,711ee120,1,0,15701,320,50,1722,0,35,100084,79
16978994584650355781,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aa6a9a46,779d90c2,1,0,15708,320,50,1722,0,35,-1,79
16979130552732409846,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,32775065,258601f8,1,0,15703,320,50,1722,0,35,100084,79
16979349164168493549,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4da034bf,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
1697936023799108833,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,1f0bc64f,1,0,15703,320,50,1722,0,35,-1,79
16979499090399846104,0,14102100,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cd977a73,0fadd2fe,1,0,17163,320,50,1955,3,163,100193,71
16979680992309424480,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,8a4875bd,1,0,15701,320,50,1722,0,35,-1,79
16979924637475178396,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,cdf6ea96,1,0,15706,320,50,1722,0,35,-1,79
16980083033222049082,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,d5db24c3,1,0,17753,320,50,1993,2,1063,-1,33
16980183661859345949,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac77b71a,d17a0181,1,0,15705,320,50,1722,0,35,-1,79
16980248349439912827,0,14102100,1005,1,93de26ae,7d05db75,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,9c56af11,9c2dcec3,1,0,20596,320,50,2161,0,35,-1,157
16981049658796330789,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,db1b0e12,711ee120,1,0,6616,320,50,576,2,35,-1,32
16981352391625317935,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,c4793bdb,93a90f85,1,0,15010,320,50,1637,0,161,100046,91
16981384324310320645,1,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,52b90008,0989142d,1,0,15703,320,50,1722,0,35,-1,79
16981591769802103871,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac77b71a,711ee120,1,0,15701,320,50,1722,0,35,-1,79
16981649274840554716,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,53fc41ac,0153a639,1,0,17753,320,50,1993,2,1063,-1,33
16981678649175212946,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,a57c3b2b,9b287946,aa5a0228,1,2,12000,320,50,1248,2,39,100128,13
16981728180922486750,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,9a23aca1,e5d5313f,0f2161f8,a99f214a,4cfe03ec,837b5bc8,1,0,20596,320,50,2161,0,35,100034,157
16981872674145759806,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6dd11254,4ea23a13,1,0,15699,320,50,1722,0,35,-1,79
16981936952978292051,0,14102100,1005,1,930c2840,9d3b56b1,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,dfcfbac1,900981af,1,2,18993,320,50,2161,0,35,-1,157
16981951182556141716,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,3bd9e8e7,1,0,15703,320,50,1722,0,35,-1,79
16982066542053100970,0,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,db2ac65d,ecb851b2,1,0,15699,320,50,1722,0,35,-1,79
16982316207699046957,0,14102100,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2a105e25,8a4875bd,1,0,20596,320,50,2161,0,35,-1,157
16982419236419817691,0,14102100,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,692d607f,5726e67e,1,0,16858,320,50,1887,3,39,100199,23
16982693690962452938,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,661aa3aa,2347f47a,8ded1f7a,a7e4bb90,ae504343,779d90c2,1,3,15699,320,50,1722,0,35,-1,79
16982747113624269270,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,13f429cd,a5bce124,1,0,15706,320,50,1722,0,35,100084,79
16982794224077512561,0,14102100,1005,0,d7f3460b,f7570339,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,95224df2,a5fbe35d,1,0,16859,320,50,1887,3,39,-1,23
16982915643704567762,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e5104c97,5096d134,1,0,15703,320,50,1722,0,35,100084,79
16982928625623829898,0,14102100,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,3ea868be,251af097,cf19f7f7,0,0,21661,320,50,2446,3,171,100228,156
16983038234964214700,1,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f4822f42,bd328473,1,0,20969,320,50,2372,0,813,-1,46
16983206664183518394,0,14102100,1005,0,a7563c35,2471bfbc,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,cbbccee1,76dc4769,1,0,15708,320,50,1722,0,35,-1,79
16983207498152796868,1,14102100,1005,0,97c9ac6a,5baa6f69,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,f10ae0fa,4962150e,1,0,15707,320,50,1722,0,35,100084,79
1698340793098071884,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,84ebbcd4,1,0,17614,320,50,1993,2,1063,-1,33
16983526542783871793,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,923500c3,a7cc1c69,7abbbd5c,1,0,4687,320,50,423,2,39,-1,32
1698356951589967827,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,cdfb6c82,2347f47a,8ded1f7a,bdf46033,312cbd9d,31f63ca2,1,0,20382,320,50,1740,3,943,100060,100
169841953137777997,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,16b5a332,1bd6348d,1,0,16687,320,50,1872,3,39,-1,23
16984207907666960325,1,14102100,1005,0,9aef3962,d47b862d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5fd3491a,5ef191d3,1,0,19772,320,50,2227,0,687,100077,48
16984591199385708211,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,291f9e3f,db44a941,f07e20f8,4,0,21665,320,50,2493,3,35,-1,117
16984599652689130312,0,14102100,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9d84cd83,8a4875bd,1,0,16920,320,50,1899,0,431,-1,117
16984759717618253805,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b307d39f,4ea23a13,1,0,15704,320,50,1722,0,35,-1,79
1698489179941182218,0,14102100,1002,0,a38dc379,82a51fc9,50e219e0,ecad2386,7801e8d9,07d7df22,69dc99f9,2c702349,6fbf9f9f,0,0,17081,320,50,1921,3,47,100074,23
16984958602217938570,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,a11366eb,b7e932e7,1,0,20596,320,50,2161,0,35,100072,157
16984973868603992964,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2a62aa2e,8a4875bd,1,0,15701,320,50,1722,0,35,100084,79
16984978003439848945,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,85f71b3b,841a0ce4,260bcecc,1,2,12000,320,50,1248,2,39,100034,13
